child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Anax,"belongs to",Anactini,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Aeshna,"belongs to",Aeshnini,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Mesophlebiidae,"belongs to",Odonata,A.,Nel,"J. C.",Paicheler,,1994
Mesophlebia,"belongs to",Mesophlebiidae,A.,Nel,"J. C.",Paicheler,,1994
"Mesophlebia antinodalis","belongs to",Mesophlebia,A.,Nel,"J. C.",Paicheler,,1994
Triassophlebia,"belongs to",Odonata,A.,Nel,"J. C.",Paicheler,,1994
"Triassophlebia stigmatica","belongs to",Triassophlebia,A.,Nel,"J. C.",Paicheler,,1994
Peraphlebia,"belongs to",Odonata,A.,Nel,"J. C.",Paicheler,,1994
Gomphoides,"belongs to",Gomphoidini,A.,Nel,"J. C.",Paicheler,,1994
Lestidae,"belongs to",Lestoidea,A.,Nel,"J. C.",Paicheler,,1994
Synlestidae,"belongs to",Lestoidea,A.,Nel,"J. C.",Paicheler,,1994
Chlorolestidae,"subjective synonym of",Synlestidae,A.,Nel,"J. C.",Paicheler,,1994
"Mediaeschna lucida","belongs to",Mediaeschna,J.,Zhang,B.,Sun,"X. Zhang",1994
Triaeschna,"belongs to",Brachytronini,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Triaeschna gossi","belongs to",Triaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Anax cryptus","belongs to",Anax,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Anax imperator","belongs to",Anax,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeshna parthenope","belongs to",Anax,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeshna messiniana","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeshna ghiandonii","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeshna multicellulata","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Epitheca,"belongs to",Corduliinae,A.,Nel,"J. C.",Paicheler,,1994
"Epitheca miocenica","belongs to",Epitheca,A.,Nel,"J. C.",Paicheler,,1994
"Epitheca annae","belongs to",Epitheca,A.,Nel,"J. C.",Paicheler,,1994
"Calopteryx andancensis","belongs to",Calopteryx,A.,Nel,P.,Brisac,,1994
Megalestes,"belongs to",Synlestidae,A.,Nel,"J. C.",Paicheler,,1994
"Megalestes anglicus","belongs to",Megalestes,A.,Nel,"J. C.",Paicheler,,1994
Eolestes,"belongs to",Synlestidae,A.,Nel,"J. C.",Paicheler,,1994
"Eolestes synthetica","belongs to",Eolestes,A.,Nel,"J. C.",Paicheler,,1994
Lestoidea,"belongs to",Zygoptera,A.,Nel,"J. C.",Paicheler,,1994
Lestinae,"belongs to",Lestidae,A.,Nel,"J. C.",Paicheler,,1994
Lestes,"belongs to",Lestinae,A.,Nel,"J. C.",Paicheler,,1994
"Agrion (Lestes) leucosia","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Agrion (Lestes) ligea","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Agrion (Lestes) peisinoe","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes sieblosiformis","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes zalesskyi","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes aquisextana","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes vicina","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes statzi","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes regina","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes plicata","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes ceresti","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes irenea","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes arvernus","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes lutzi","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
Sympecmatinae,"belongs to",Lestidae,A.,Nel,"J. C.",Paicheler,,1994
Sympecma,"belongs to",Sympecmatinae,A.,Nel,"J. C.",Paicheler,,1994
"Lestes incertus","belongs to",Sympecma,A.,Nel,"J. C.",Paicheler,,1994
Steropoides,"belongs to",Zygoptera,A.,Nel,"J. C.",Paicheler,,1994
"Agrion (Sterope) parthenope","belongs to",Steropoides,A.,Nel,"J. C.",Paicheler,,1994
Petrolestinae,"belongs to",Zygoptera,A.,Nel,"J. C.",Paicheler,,1994
Petrolestes,"belongs to",Petrolestinae,A.,Nel,"J. C.",Paicheler,,1994
"Petrolestes hendersoni","belongs to",Petrolestes,A.,Nel,"J. C.",Paicheler,,1994
Megasemum,"subjective synonym of",Stenolestes,A.,Nel,"J. C.",Paicheler,,1994
"Agrion iris","belongs to",Stenolestes,A.,Nel,"J. C.",Paicheler,,1994
"Megasemum ronzonense","belongs to",Stenolestes,A.,Nel,"J. C.",Paicheler,,1994
"Indophaea falloti","belongs to",Stenolestes,A.,Nel,"J. C.",Paicheler,,1994
"Stenolestes coulleti","belongs to",Stenolestes,A.,Nel,"J. C.",Paicheler,,1994
"Stenolestes fischeri","belongs to",Stenolestes,A.,Nel,"J. C.",Paicheler,,1994
"Stenolestes hispanicus","belongs to",Stenolestes,A.,Nel,"J. C.",Paicheler,,1994
"Stenolestes camoinsi","belongs to",Stenolestes,A.,Nel,"J. C.",Paicheler,,1994
"Heterophlebia jucunda","belongs to",Stenolestes,A.,Nel,"J. C.",Paicheler,,1994
Parastenolestes,"belongs to",Sieblosiidae,A.,Nel,"J. C.",Paicheler,,1994
"Parastenolestes oligocenicus","belongs to",Parastenolestes,A.,Nel,"J. C.",Paicheler,,1994
Oligolestes,"belongs to",Sieblosiidae,A.,Nel,"J. C.",Paicheler,,1994
"Lestes grandis","belongs to",Oligolestes,A.,Nel,"J. C.",Paicheler,,1994
Argiolestinae,"belongs to",Megapodagrionidae,A.,Nel,"J. C.",Paicheler,,1994
Melanagrion,"belongs to",Argiolestinae,A.,Nel,"J. C.",Paicheler,,1994
Lithagrion,"belongs to",Argiolestinae,A.,Nel,"J. C.",Paicheler,,1994
"Lithagrion umbratum","belongs to",Melanagrion,A.,Nel,"J. C.",Paicheler,,1994
"Melanagrion nigerrimum","belongs to",Melanagrion,A.,Nel,"J. C.",Paicheler,,1994
"Lithagrion hyalinum","belongs to",Lithagrion,A.,Nel,"J. C.",Paicheler,,1994
"Lithagrion elongatum","belongs to",Lithagrion,A.,Nel,"J. C.",Paicheler,,1994
Miopodagrion,"belongs to",Argiolestinae,A.,Nel,"J. C.",Paicheler,,1994
"Lithagrion optimum","belongs to",Miopodagrion,A.,Nel,"J. C.",Paicheler,,1994
Eopodagrion,"belongs to",Argiolestinae,A.,Nel,"J. C.",Paicheler,,1994
"Eopodagrion scudderi","belongs to",Eopodagrion,A.,Nel,"J. C.",Paicheler,,1994
"Podagrion abortivum","belongs to",Eopodagrion,A.,Nel,"J. C.",Paicheler,,1994
Oligoargiolestes,"belongs to",Argiolestinae,A.,Nel,"J. C.",Paicheler,,1994
"Oligoargiolestes oligocenum","belongs to",Oligoargiolestes,A.,Nel,"J. C.",Paicheler,,1994
Vulcagrion,"belongs to",Lestoidea,A.,Nel,"J. C.",Paicheler,,1994
Pseudolestidae,"belongs to",Lestoidea,A.,Nel,"J. C.",Paicheler,,1994
Hypolestinae,"belongs to",Pseudolestidae,A.,Nel,"J. C.",Paicheler,,1994
Prohypolestes,"belongs to",Hypolestinae,A.,Nel,"J. C.",Paicheler,,1994
"Prohypolestes dauphinensis","belongs to",Prohypolestes,A.,Nel,"J. C.",Paicheler,,1994
Thaumatoneurinae,"belongs to",Pseudolestidae,A.,Nel,"J. C.",Paicheler,,1994
Eothaumatoneura,"belongs to",Thaumatoneurinae,A.,Nel,"J. C.",Paicheler,,1994
"Eothaumatoneura ptychoptera","belongs to",Eothaumatoneura,A.,Nel,"J. C.",Paicheler,,1994
Dysagrion,"belongs to",Thaumatoneurinae,A.,Nel,"J. C.",Paicheler,,1994
"Dysagrion fredericii","belongs to",Dysagrion,A.,Nel,"J. C.",Paicheler,,1994
"Dysagrion lakesii","belongs to",Dysagrion,A.,Nel,"J. C.",Paicheler,,1994
"Dysagrion packardii","belongs to",Dysagrion,A.,Nel,"J. C.",Paicheler,,1994
Phenacolestes,"belongs to",Thaumatoneurinae,A.,Nel,"J. C.",Paicheler,,1994
"Phenacolestes mirandus","belongs to",Phenacolestes,A.,Nel,"J. C.",Paicheler,,1994
"Phenacolestes parallelus","belongs to",Phenacolestes,A.,Nel,"J. C.",Paicheler,,1994
"Phenacolestes jutlandica","belongs to",Phenacolestes,A.,Nel,"J. C.",Paicheler,,1994
"Lestes coloratus","belongs to",Phenacolestes,A.,Nel,"J. C.",Paicheler,,1994
Epiaeschna,"belongs to",Brachytronini,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Epiaeschna stauropolitana","belongs to",Epiaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Epacantha,"belongs to",Gynacanthini,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Epacantha magnifica","belongs to",Epacantha,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Lithaeschna,"subjective synonym of",Oligoaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Lithaeschna needhami","belongs to",Oligoaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Stenogomphus,"belongs to",Corduliidae,A.,Nel,"J. C.",Paicheler,,1994
"Stenogomphus scudderi","nomen dubium",Anisoptera,A.,Nel,"J. C.",Paicheler,,1994
"Aeschna polydore","belongs to",Gynacantha,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeschna tyche","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeschna metis","belongs to",Oplonaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeschna eudore","nomen dubium",Anisoptera,A.,Nel,"J. C.",Paicheler,,1994
"Libellula platyptera","belongs to",Croatocordulia,A.,Nel,"J. C.",Paicheler,,1994
Cordulia,"belongs to",Corduliinae,A.,Nel,"J. C.",Paicheler,,1994
Croatocordulia,"belongs to",Corduliinae,A.,Nel,"J. C.",Paicheler,,1994
"Libellula eurynome","nomen dubium",Anisoptera,A.,Nel,"J. C.",Paicheler,,1994
Condalia,"belongs to",Libelluloidea,A.,Nel,"J. C.",Paicheler,,1994
"Condalia woottoni","belongs to",Condalia,A.,Nel,"J. C.",Paicheler,,1994
Palaeaeschna,"belongs to",Aeshnidae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Palaeaeschna vidali","belongs to",Palaeaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Lindeniinae,"belongs to",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
"Nasiaeschna orientalis","belongs to",Nasiaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Procordulagomphus xavieri","belongs to",Procordulagomphus,A.,Nel,F.,Escuillé,,1994
"Procordulagomphus xavieri","belongs to",Procordulagomphus,A.,Nel,"J. C.",Paicheler,,1994
Araripelibellula,"belongs to",Gomphomacromiinae,A.,Nel,"J. C.",Paicheler,,1994
"Araripelibellula martinsnetoi","belongs to",Araripelibellula,A.,Nel,"J. C.",Paicheler,,1994
Oligoaeschna,"belongs to",Gomphaeschninae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Oligoaeschna anglica","belongs to",Oligoaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Jagoria oligocenica","belongs to",Oligoaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Basiaeschna ashutasica","belongs to",Oligaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Oplonaeschna,"belongs to",Gomphaeschninae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Oplonaeschna lapidaria","belongs to",Oligaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeschna palaeocoerulea","belongs to",Oligaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Oplonaeschna vectensis","belongs to",Oplonaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeshna (Basiaeschna) separata","belongs to",Oligaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Projagoria,"subjective synonym of",Oligoaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Projagoria conjuncta","belongs to",Oligoaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Alloaeschna,"belongs to",Gomphaeschninae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Alloaeschna paskapooensis","belongs to",Alloaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Alloaeschna marklae","belongs to",Alloaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Alloaeschna quadrata","belongs to",Alloaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Necracantha,"belongs to",Gynacanthini,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Necracantha composita","belongs to",Necracantha,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Necracantha proxima","belongs to",Necracantha,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Stenogomphus carletoni","belongs to",Stenogomphus,A.,Nel,"J. C.",Paicheler,,1994
"Aeschna (Aeschna)","invalid subgroup of",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeschna (Aeschna) solida","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeschna larvata","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Lestes foersteri","belongs to",Lestes,A.,Nel,"J. C.",Paicheler,,1994
"Aeschna heterofasciata","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Guyuanaeschnidia,"belongs to",Aeshnidae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Guyuanaeschnidia eximia","belongs to",Guyuanaeschnidia,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Megapodagrionidae,"belongs to",Lestoidea,A.,Nel,"J. C.",Paicheler,,1994
"Araripegomphus cretacicus","belongs to",Araripegomphus,A.,Nel,"J. C.",Paicheler,,1994
Aeshnini,"belongs to",Aeshninae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeschna paleocyanea","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeshna oligocenica","belongs to",Aeshna,A.,Nel,,,,1994
"Aeshna oligocenica","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeshna cerdanica","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,,1994
"Aeshna cerdanica","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeshna andancensi","belongs to",Aeshna,A.,Nel,P.,Brisac,,1994
"Aeshna andancensi","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Aeschnophlebia,"belongs to",Brachytronini,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeschnophlebia miocenica","belongs to",Aeschnophlebia,A.,Nel,F.,Escuillé,,1994
Gynacanthini,"belongs to",Aeshninae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Gynacantha,"belongs to",Gynacanthini,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Heliaeschna,"belongs to",Gynacanthini,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Heliaeschna parallela","belongs to",Heliaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Anactini,"belongs to",Aeshninae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Brachytroninae,"belongs to",Aeshnidae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Brachytronini,"belongs to",Brachytroninae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Nasiaeschna,"belongs to",Brachytronini,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Lanthus wuluogongensis","nomen dubium",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
Neoligaeschna,"objective synonym of",Oligaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Oplonaeschna staurophlebioides","belongs to",Oplonaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Orthaeschnites,"belongs to",Odonata,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Orthaeschnites primus","belongs to",Orthaeschnites,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Proaeschna,"nomen nudum",Odonata,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Lanthus,"belongs to",Octogomphini,A.,Nel,"J. C.",Paicheler,,1994
Lithogomphus,"belongs to",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
"Aeschna ignivora","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Diplax propedemontana","belongs to",Vulcagrion,A.,Nel,"J. C.",Paicheler,,1994
"Aeschna theobaldi","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Laragithemis,"subjective synonym of",Macromia,J.,Zhang,B.,Sun,"X. Zhang",1994
"Laragithemis pilifera","belongs to",Macromia,J.,Zhang,B.,Sun,"X. Zhang",1994
"Nannogomphus bavaricus","belongs to",Nannogomphus,A.,Nel,"J. C.",Paicheler,,1994
"Agrion gracile","replaced by","Nannogomphus bavaricus",A.,Nel,"J. C.",Paicheler,,1994
"Libellula naevia","replaced by","Nannogomphus bavaricus",A.,Nel,"J. C.",Paicheler,,1994
"Gomphus resinatus","nomen dubium",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
"Lithogomphus muenzenbergianus","belongs to",Lithogomphus,A.,Nel,"J. C.",Paicheler,,1994
"Cordulia scheuchzeri","nomen dubium",Anisoptera,A.,Nel,"J. C.",Paicheler,,1994
Miocordulia,"belongs to",Corduliinae,A.,Nel,"J. C.",Paicheler,,1994
"Miocordulia latipennis","belongs to",Miocordulia,A.,Nel,"J. C.",Paicheler,,1994
"Macromia amphigena","belongs to",Macromia,A.,Nel,"J. C.",Paicheler,,1994
"Mesophlebia tillyardi","subjective synonym of","Mesophlebia antinodalis",A.,Nel,"J. C.",Paicheler,,1994
Ictinogomphus,"belongs to",Lindeniini,A.,Nel,"J. C.",Paicheler,,1994
"Aeschna ollivieri","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Hoplonaeschna,"replaced by",Oplonaeschna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Agrion charpentieri","replaced by","Nannogomphus bavaricus",A.,Nel,"J. C.",Paicheler,,1994
Gomphinae,"belongs to",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
Gomphini,"belongs to",Gomphinae,A.,Nel,"J. C.",Paicheler,,1994
Priscogomphus,"belongs to",Gomphini,A.,Nel,"J. C.",Paicheler,,1994
"Priscogomphus subhercynicus","belongs to",Priscogomphus,A.,Nel,"J. C.",Paicheler,,1994
Octogomphinae,"belongs to",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
Octogomphini,"belongs to",Octogomphinae,A.,Nel,"J. C.",Paicheler,,1994
Gomphoidini,"belongs to",Lindeniinae,A.,Nel,"J. C.",Paicheler,,1994
"Gomphoides occulta","nomen vanum",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
Lindeniini,"belongs to",Lindeniinae,A.,Nel,"J. C.",Paicheler,,1994
Ictinus,"replaced by",Ictinogomphus,A.,Nel,"J. C.",Paicheler,,1994
"Ictinus fur","nomen dubium",Anisoptera,A.,Nel,"J. C.",Paicheler,,1994
Ilerdaegomphus,"belongs to",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
Ilerdaegomphus,"belongs to",Gomphidae,X.,Martínez-Delclòs,A.,Nel,,1994
"Palaeaeschna pallerolae","belongs to",Ilerdaegomphus,A.,Nel,"J. C.",Paicheler,,1994
"Palaeaeschna pallerolae","belongs to",Ilerdaegomphus,X.,Martínez-Delclòs,A.,Nel,,1994
Huaxiagomphus,"belongs to",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
Sinogomphus,"replaced by",Huaxiagomphus,A.,Nel,"J. C.",Paicheler,,1994
"Sinogomphus taushanense","belongs to",Huaxiagomphus,A.,Nel,"J. C.",Paicheler,,1994
Cercus,"nomen dubium",Anisoptera,A.,Nel,"J. C.",Paicheler,,1994
"Cercus clavus","nomen dubium",Anisoptera,A.,Nel,"J. C.",Paicheler,,1994
Jibeigomphus,"belongs to",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
"Jibeigomphus xinboensis","belongs to",Jibeigomphus,A.,Nel,"J. C.",Paicheler,,1994
"Ilerdaegomphus torcae","belongs to",Ilerdaegomphus,X.,Martínez-Delclòs,A.,Nel,,1994
"Aeschna dido","nomen dubium",Aeshnidae,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Aeschna voesendorfensis","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Neimengogomphus,"belongs to",Gomphidae,A.,Nel,"J. C.",Paicheler,,1994
"Neimengogomphus dongwugaiensis","belongs to",Neimengogomphus,A.,Nel,"J. C.",Paicheler,,1994
"Libellula grandis","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
"Libellula quadrifasciata isoceles","belongs to",Aeshna,A.,Nel,X.,Martínez-Delclòs,"F. Escuillé, P. Brisac",1994
Pseudomacromia,"replaced by",Nothomacromia,,Carle,,,,1995
Hemeroscopus,"belongs to",Hemeroscopidae,D.,Ren,,,,1995
"Hemeroscopus baissicus","belongs to",Hemeroscopus,D.,Ren,,,,1995
"Stenolestes andancensis","belongs to",Stenolestes,B.,Riou,A.,Nel,,1995
Miorhodopygia,"belongs to",Libellulidae,B.,Riou,A.,Nel,,1995
"Miorhodopygia andancensis","belongs to",Miorhodopygia,B.,Riou,A.,Nel,,1995
Cellulocordulia,"belongs to",Corduliidae,B.,Riou,A.,Nel,,1995
"Cellulocordulia fasciata","belongs to",Cellulocordulia,B.,Riou,A.,Nel,,1995
"Aeshna turoliana","belongs to",Aeshna,B.,Riou,A.,Nel,,1995
Corduliidae,"belongs to",Libelluloidea,"E. A.",Jarzembowski,A.,Nel,,1996
Gomphaeschninae,"belongs to",Aeshnidae,D.,Ren,Z.,Guo,,1996
Gomphaeschninae,"belongs to",Aeshnidae,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
Gomphomacromiinae,"belongs to",Corduliidae,D.,Ren,Z.,Guo,,1996
Nannogomphus,"belongs to",Gomphidae,G.,Bechly,A.,Nel,"X. Martínez-Delclòs",1996
Stenophlebia,"belongs to",Stenophlebiinae,A.,Nel,"E. A.",Jarzembowski,,1996
"Stenophlebia corami","belongs to",Stenophlebia,A.,Nel,"E. A.",Jarzembowski,,1996
"Libellula longialata","belongs to",Libellulium,G.,Schweigert,G.,Dietl,"M. Kapitzke, J. Rieter, R. Hugger",1996
Rudiaeschna,"belongs to",Gomphaeschninae,D.,Ren,Z.,Guo,,1996
"Rudiaeschna limnobia","belongs to",Rudiaeschna,D.,Ren,Z.,Guo,,1996
Cretalloaeschna,"belongs to",Aeshnidae,"E. A.",Jarzembowski,A.,Nel,,1996
"Cretalloaeschna cliffordae","belongs to",Cretalloaeschna,"E. A.",Jarzembowski,A.,Nel,,1996
Cretaneophya,"belongs to",Neophyinae,"E. A.",Jarzembowski,A.,Nel,,1996
"Cretaneophya strevensi","belongs to",Cretaneophya,"E. A.",Jarzembowski,A.,Nel,,1996
Valdicordulia,"belongs to",Corduliinae,"E. A.",Jarzembowski,A.,Nel,,1996
"Valdicordulia wellsorum","belongs to",Valdicordulia,"E. A.",Jarzembowski,A.,Nel,,1996
Neophyinae,"belongs to",Corduliidae,"E. A.",Jarzembowski,A.,Nel,,1996
Corduliinae,"belongs to",Corduliidae,"E. A.",Jarzembowski,A.,Nel,,1996
Corduliinae,"belongs to",Corduliidae,A.,Nel,A.,Arillo,"X. Martínez-Delclòs",1996
Liogomphus,"belongs to",Gomphidae,D.,Ren,Z.,Guo,,1996
"Liogomphus yixianensis","belongs to",Liogomphus,D.,Ren,Z.,Guo,,1996
Mesocordulia,"belongs to",Gomphomacromiinae,D.,Ren,Z.,Guo,,1996
"Mesocordulia boreala","belongs to",Mesocordulia,D.,Ren,Z.,Guo,,1996
"Libellula densa","belongs to",Aeschnidium,G.,Schweigert,G.,Dietl,"M. Kapitzke, J. Rieter, R. Hugger",1996
"Aeschna gigantea","belongs to",Urogomphus,G.,Schweigert,G.,Dietl,"M. Kapitzke, J. Rieter, R. Hugger",1996
Bergeriaeschnidia,"belongs to",Aeschnidiidae,A.,Nel,G.,Bechly,"X. Martínez-Delclòs",1996
"Bergeriaeschnidia inexpectata","belongs to",Bergeriaeschnidia,A.,Nel,G.,Bechly,"X. Martínez-Delclòs",1996
Santanoptera,"belongs to",Aeschnidiidae,"D. M.",Martill,A.,Nel,,1996
"Santanoptera gabbotti","belongs to",Santanoptera,"D. M.",Martill,A.,Nel,,1996
Sphenophlebia,"belongs to",Oreopteridae,J.,Ansorge,,,,1996
Mesoepiophlebia,"belongs to",Epiophlebiidae,A.,Nel,"E. A.",Jarzembowski,,1996
"Agrion buckmani","belongs to","Libellula (Heterophlebia)",J.,Ansorge,,,,1996
"Heterophlebia tillyardi","subjective synonym of","Agrion buckmani",J.,Ansorge,,,,1996
"Heterophlebia angulata","subjective synonym of","Agrion buckmani",J.,Ansorge,,,,1996
"Heterophlebia geinitziella","subjective synonym of","Agrion buckmani",J.,Ansorge,,,,1996
"Heterophlebia proxima","subjective synonym of","Agrion buckmani",J.,Ansorge,,,,1996
"Heterophlebia megapolitana","subjective synonym of","Agrion buckmani",J.,Ansorge,,,,1996
