child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Mesochlorogomphidae,"belongs to",Chlorogomphida,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
Mesochlorogomphus,"belongs to",Mesochlorogomphidae,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
"Mesochlorogomphus crabbi","belongs to",Mesochlorogomphus,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
Hispanochlorogomphus,"belongs to",Mesochlorogomphidae,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
"Hispanochlorogomphus rossi","belongs to",Hispanochlorogomphus,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
Zygokaratawia,"belongs to",Campterophlebiidae,A.,Nel,"D. Y.",Huang,"Q. B. Lin",2008
"Zygokaratawia reni","belongs to",Zygokaratawia,A.,Nel,"D. Y.",Huang,"Q. B. Lin",2008
Electropodagrion,"belongs to",Megapodagrionidae,D.,Azar,A.,Nel,,2008
Megapodagrionidae,"belongs to",Coenagriomorpha,"J. F.",Petrulevicius,T.,Wappler,"S. Wedmann, J. Rust, A. Nel",2008
Megapodagrionidae,"belongs to",Coenagriomorpha,D.,Azar,A.,Nel,,2008
"Electropodagrion szwedoi","belongs to",Electropodagrion,D.,Azar,A.,Nel,,2008
Eodysagrioninae,"belongs to",Dysagrioninae,J.,Rust,"J. F.",Petrulevicius,"A. Nel",2008
Eodysagrion,"belongs to",Eodysagrioninae,J.,Rust,"J. F.",Petrulevicius,"A. Nel",2008
"Eodysagrion mikkelseni","belongs to",Eodysagrion,J.,Rust,"J. F.",Petrulevicius,"A. Nel",2008
Primorilestes,"belongs to",Dysagrioninae,J.,Rust,"J. F.",Petrulevicius,"A. Nel",2008
"Primorilestes madseni","belongs to",Primorilestes,J.,Rust,"J. F.",Petrulevicius,"A. Nel",2008
"Gomphus resinatus","nomen nudum",Zygoptera,G.,Bechly,W.,Wichard,,2008
Hypolestini,"belongs to",Hypolestinae,G.,Bechly,W.,Wichard,,2008
Hypolestidae,"belongs to",Calopterygoidea,G.,Bechly,W.,Wichard,,2008
Telmaeshna,"belongs to",Panaeshnida,"B. L.",Zhang,D.,Ren,"H. Pang",2008
"Telmaeshna paradoxica","belongs to",Telmaeshna,"B. L.",Zhang,D.,Ren,"H. Pang",2008
Cretapetaluridae,"belongs to",Petalurida,"R. A.",Coram,A.,Nel,,2009
Cratopetalura,"belongs to",Cretapetaluridae,A.,Nel,G.,Bechly,,2009
"Cratopetalura petruleviciusi","belongs to",Cratopetalura,A.,Nel,G.,Bechly,,2009
Campterophlebiidae,"belongs to",Isophlebioidea,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
Isophlebioidea,"belongs to",Isophlebioptera,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
Isophlebioptera,"belongs to",Epiproctophora,A.,Nel,,,,2009
Isophlebiidae,"belongs to",Isophlebioidea,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
Sinitsia,"belongs to",Campterophlebiidae,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
"Sinitsia sophiae","belongs to",Sinitsia,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
Neophyinae,"belongs to",Cordulephyidae,"J. F.",Petrulevicius,A.,Nel,,2009
Campterophlebia,"belongs to",Campterophlebiidae,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
"Campterophlebia elegans","belongs to",Campterophlebia,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
Palaeophya,"belongs to",Neophyinae,"J. F.",Petrulevicius,A.,Nel,,2009
Cordulephyidae,"belongs to",Cavilabiata,"J. F.",Petrulevicius,A.,Nel,,2009
"Palaeophya argentina","belongs to",Palaeophya,"J. F.",Petrulevicius,A.,Nel,,2009
Paragonophlebiidae,"belongs to",Isophlebioptera,A.,Nel,,,,2009
Paragonophlebia,"belongs to",Paragonophlebiidae,A.,Nel,,,,2009
"Paragonophlebia inexpectata","belongs to",Paragonophlebia,A.,Nel,,,,2009
"Paragonophlebia patriciae","belongs to",Paragonophlebia,A.,Nel,,,,2009
Pritykinia,"belongs to",Campterophlebiidae,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
"Pritykinia rasnitsyni","belongs to",Pritykinia,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
Walleria,"belongs to",Isophlebiidae,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
"Walleria magnifica","belongs to",Walleria,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
Parawalleria,"belongs to",Isophlebiidae,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
"Parawalleria mongolica","belongs to",Parawalleria,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
"Parawalleria incompleta","belongs to",Parawalleria,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
Qibinlina,"belongs to",Campterophlebiidae,A.,Nel,G.,Bechly,"X. Delclòs, D. Y. Huang",2009
"Qibinlina sinica","belongs to",Qibinlina,"D. Y.",Huang,A.,Nel,,2009
Anglopetalura,"belongs to",Cretapetaluridae,"R. A.",Coram,A.,Nel,,2009
"Anglopetalura magnifica","belongs to",Anglopetalura,"R. A.",Coram,A.,Nel,,2009
Linaeschnidium,"belongs to",Aeschnidiidae,"D. Y.",Huang,A.,Baudoin,"A. Nel",2009
"Linaeschnidium sinensis","belongs to",Linaeschnidium,"D. Y.",Huang,A.,Baudoin,"A. Nel",2009
Sinacymatophlebia,"belongs to",Cymatophlebiidae,A.,Nel,"D. Y.",Huang,,2009
"Sinacymatophlebia mongolica","belongs to",Sinacymatophlebia,A.,Nel,"D. Y.",Huang,,2009
Electrohemiphlebia,"belongs to",Hemiphlebiidae,M.,Lak,G.,Fleck,"D. Azar, M. S. Engel, H. F. Kaddumi, D. Neraudeau, P. Tafforeau, A. Nel",2009
"Electrohemiphlebia barucheli","belongs to",Electrohemiphlebia,M.,Lak,G.,Fleck,"D. Azar, M. S. Engel, H. F. Kaddumi, D. Neraudeau, P. Tafforeau, A. Nel",2009
Jordanhemiphlebia,"belongs to",Hemiphlebiidae,"H. F.",Kaddumi,,,,2009
"Jordanhemiphlebia electronica","belongs to",Jordanhemiphlebia,"H. F.",Kaddumi,,,,2009
Aeshnidae,"belongs to",Anisoptera,"J. F.",Petrulevicius,A.,Nel,"J. F. Voisin",2010
Mediaeschna,"subjective synonym of",Epiaeschna,A.,Nel,"J. F.",Petrulevicius,,2010
"Mediaeschna matutina","belongs to",Epiaeschna,A.,Nel,"J. F.",Petrulevicius,,2010
Sinahemeroscopus,"belongs to",Nannogomphidae,"D. Y.",Huang,A.,Nel,,2010
"Sinokaratawia prokopi","belongs to",Sinokaratawia,"B. L.",Zhang,D.,Ren,"H. Pang",2010
Euarchistigmatinae,"belongs to",Thaumatoneurinae,G.,Bechly,,,,2010
Euarchistigma,"belongs to",Thaumatoneurinae,G.,Bechly,,,,2010
"Euarchistigma marialuiseae","belongs to",Euarchistigma,G.,Bechly,,,,2010
"Euarchistigma peterknobli","belongs to",Euarchistigma,G.,Bechly,,,,2010
Santanagrion,"belongs to",Zygoptera,G.,Bechly,,,,2010
"Santanagrion longipes","belongs to",Santanagrion,G.,Bechly,,,,2010
Stenophlebioptera,"belongs to",Odonata,G.,Bechly,,,,2010
Stenophlebiinae,"belongs to",Stenophlebioptera,G.,Bechly,,,,2010
Cratostenophlebia,"belongs to",Stenophlebiinae,G.,Bechly,,,,2010
"Cratostenophlebia schwickerti","belongs to",Cratostenophlebia,G.,Bechly,,,,2010
Cretapetaluridae,"belongs to",Anisoptera,G.,Bechly,,,,2010
Eotanypteryx,"belongs to",Cretapetaluridae,G.,Bechly,,,,2010
"Eotanypteryx paradoxa","belongs to",Eotanypteryx,G.,Bechly,,,,2010
Cratopetalura,"belongs to",Cretapetaluridae,G.,Bechly,,,,2010
"Cratopetalura petruleviciusi","belongs to",Cratopetalura,G.,Bechly,,,,2010
Mesuropetalidae,"belongs to",Anisoptera,G.,Bechly,,,,2010
Paraeschnopsis,"belongs to",Mesuropetalidae,G.,Bechly,,,,2010
"Paraeschnopsis brasiliensis","belongs to",Paraeschnopsis,G.,Bechly,,,,2010
Liupanshaniidae,"belongs to",Anisoptera,G.,Bechly,,,,2010
Paramesuropetala,"belongs to",Liupanshaniidae,G.,Bechly,,,,2010
"Paramesuropetala gigantea","belongs to",Paramesuropetala,G.,Bechly,,,,2010
Proterogomphidae,"belongs to",Anisoptera,G.,Bechly,,,,2010
Cordulagomphinae,"belongs to",Proterogomphidae,G.,Bechly,,,,2010
Cordulagomphus,"belongs to",Cordulagomphinae,G.,Bechly,,,,2010
"Cordulagomphus hanneloreae","belongs to",Cordulagomphus,G.,Bechly,,,,2010
"Cordulagomphus winkelhoferi","belongs to",Cordulagomphus,G.,Bechly,,,,2010
Paracordulagomphus,"belongs to",Cordulagomphinae,G.,Bechly,,,,2010
"Paracordulagomphus aberrans","belongs to",Paracordulagomphus,G.,Bechly,,,,2010
"Paracordulagomphus divergens","belongs to",Paracordulagomphus,G.,Bechly,,,,2010
Pauciphlebia,"belongs to",Cordulagomphinae,G.,Bechly,,,,2010
"Pauciphlebia novaolindense","belongs to",Pauciphlebia,G.,Bechly,,,,2010
Cratogomphus,"belongs to",Cordulagomphinae,G.,Bechly,,,,2010
"Cratogomphus erraticus","belongs to",Cratogomphus,G.,Bechly,,,,2010
Hageniidae,"belongs to",Anisoptera,G.,Bechly,,,,2010
Cratohagenius,"belongs to",Hageniidae,G.,Bechly,,,,2010
"Cratohagenius erichweberi","belongs to",Cratohagenius,G.,Bechly,,,,2010
Megaphlebiidae,"belongs to",Anisoptera,G.,Bechly,,,,2010
Megaphlebia,"belongs to",Megaphlebiidae,G.,Bechly,,,,2010
"Megaphlebia rayandressi","belongs to",Megaphlebia,G.,Bechly,,,,2010
Magnathemidae,"belongs to",Anisoptera,G.,Bechly,,,,2010
Magnathemis,"belongs to",Magnathemidae,G.,Bechly,,,,2010
"Magnathemis marcusthorhalli","belongs to",Magnathemis,G.,Bechly,,,,2010
Cratopetaliidae,"belongs to",Anisoptera,G.,Bechly,,,,2010
Cratopetalia,"belongs to",Cratopetaliidae,G.,Bechly,,,,2010
"Cratopetalia whiteheadi","belongs to",Cratopetalia,G.,Bechly,,,,2010
Araripeliupanshania,"belongs to",Liupanshaniidae,G.,Bechly,,,,2010
"Araripeliupanshania annesuseae","belongs to",Araripeliupanshania,G.,Bechly,,,,2010
Huncoaeshna,"belongs to",Aeshnidae,"J. F.",Petrulevicius,A.,Nel,"J. F. Voisin",2010
"Huncoaeshna corrugata","belongs to",Huncoaeshna,"J. F.",Petrulevicius,A.,Nel,"J. F. Voisin",2010
Lingomphus,"belongs to",Proterogomphidae,J.,Vernoux,"D. Y.",Huang,"E. A. Jarzembowski, A. nel",2010
"Lingomphus magnificus","belongs to",Lingomphus,J.,Vernoux,"D. Y.",Huang,"E. A. Jarzembowski, A. nel",2010
"Cordulagomphus europaeus","belongs to",Cordulagomphus,J.,Vernoux,"D. Y.",Huang,"E. A. Jarzembowski, A. nel",2010
Isophlebioidea,"belongs to",Isophlebioptera,"B. L.",Zhang,D.,Ren,"H. Pang",2010
Isophlebioptera,"belongs to",Odonata,"B. L.",Zhang,D.,Ren,"H. Pang",2010
Sinokaratawia,"belongs to",Campterophlebiidae,"B. L.",Zhang,D.,Ren,"H. Pang",2010
"Sinokaratawia magica","belongs to",Sinokaratawia,"B. L.",Zhang,D.,Ren,"H. Pang",2010
"Sinokaratawia gloriosa","belongs to",Sinokaratawia,"B. L.",Zhang,D.,Ren,"H. Pang",2010
"Sinokaratawia daohugouica","belongs to",Sinokaratawia,"B. L.",Zhang,D.,Ren,"H. Pang",2010
Nannogomphidae,"belongs to",Anisoptera,"D. Y.",Huang,A.,Nel,,2010
Amphipterygoidea,"belongs to",Amphipterygida,"J. F.",Petrulevicius,X.,Delclòs,"A. Nel",2010
Calopterygidae,"belongs to",Calopterygoidea,"Q. B.",Lin,"J. F.",Petrulevicius,"D. Y. Huang, A. Nel, M. S. Engel",2010
"Mediaeschna lucida","belongs to",Epiaeschna,A.,Nel,"J. F.",Petrulevicius,,2010
Triaeschna,"subjective synonym of",Epiaeschna,A.,Nel,"J. F.",Petrulevicius,,2010
"Triaeschna gossi","belongs to",Epiaeschna,A.,Nel,"J. F.",Petrulevicius,,2010
Sinocalopteryx,"belongs to",Calopterygidae,"Q. B.",Lin,"J. F.",Petrulevicius,"D. Y. Huang, A. Nel, M. S. Engel",2010
"Sinocalopteryx shangyongensis","belongs to",Sinocalopteryx,"Q. B.",Lin,"J. F.",Petrulevicius,"D. Y. Huang, A. Nel, M. S. Engel",2010
Thaumatoneurinae,"belongs to",Zygoptera,G.,Bechly,,,,2010
Sapho,"belongs to",Calopterygidae,A.,Nel,"J. F.",Petrulevicius,,2010
"Sapho legrandi","belongs to",Sapho,A.,Nel,"J. F.",Petrulevicius,,2010
Epiaeschna,"belongs to",Aeshnidae,A.,Nel,"J. F.",Petrulevicius,,2010
"Epiaeschna pseudoheros","belongs to",Epiaeschna,A.,Nel,"J. F.",Petrulevicius,,2010
"Epiaeschna stauropolitana","belongs to",Epiaeschna,A.,Nel,"J. F.",Petrulevicius,,2010
Epacantha,"subjective synonym of",Epiaeschna,A.,Nel,"J. F.",Petrulevicius,,2010
"Epacantha magnifica","belongs to",Epiaeschna,A.,Nel,"J. F.",Petrulevicius,,2010
Mongoliaeshna,"belongs to",Progobiaeshnidae,A.,Nel,"D. Y.",Huang,,2010
"Mongoliaeshna sinica","belongs to",Mongoliaeshna,A.,Nel,"D. Y.",Huang,,2010
Palaeodisparoneurinae,"belongs to",Platycnemididae,G.,Poinar,G.,Bechly,"R. Buckley",2010
Platycnemididae,"belongs to",Zygoptera,G.,Poinar,G.,Bechly,"R. Buckley",2010
Palaeodisparoneura,"belongs to",Palaeodisparoneurinae,G.,Poinar,G.,Bechly,"R. Buckley",2010
"Palaeodisparoneura burmanica","belongs to",Palaeodisparoneura,G.,Poinar,G.,Bechly,"R. Buckley",2010
Pamita,"belongs to",Amphipterygoidea,"J. F.",Petrulevicius,X.,Delclòs,"A. Nel",2010
Amphipterygidae,"belongs to",Amphipterygoidea,"J. F.",Petrulevicius,X.,Delclòs,"A. Nel",2010
Libanolestes,"belongs to",Lestomorpha,D.,Azar,J.,Prokop,"A. Nel",2010
"Libanolestes flecki","belongs to",Libanolestes,D.,Azar,J.,Prokop,"A. Nel",2010
Protoliupanshania,"belongs to",Liupanshaniidae,"D. Y.",Huang,A.,Nel,,2010
"Protoliupanshania wangi","belongs to",Protoliupanshania,"D. Y.",Huang,A.,Nel,,2010
Amgupteryx,"belongs to",Amphipterygidae,"J. F.",Petrulevicius,X.,Delclòs,"A. Nel",2010
"Amgupteryx zherikhini","belongs to",Amgupteryx,"J. F.",Petrulevicius,X.,Delclòs,"A. Nel",2010
Sinaktassia,"belongs to",Aktassiinae,"Q. B.",Lin,A.,Nel,"D. Y. Huang",2010
"Sinaktassia tangi","belongs to",Sinaktassia,"Q. B.",Lin,A.,Nel,"D. Y. Huang",2010
"Mediaeschna matutina","belongs to",Epiaeschna,"Y. J.",Li,A.,Nel,"D. Ren, B. L. Zhang, H. Pang",2011
"Rudiaeschna limnobia","belongs to",Rudiaeschna,"Y. J.",Li,A.,Nel,"D. Ren, B. L. Zhang, H. Pang",2011
Furagrion,"belongs to",Megapodagrionidae,W.,Zessin,,,,2011
Ctenogampsophlebia,"belongs to",Campterophlebiidae,"J. F.",Petrulevicius,"D. Y.",Huang,"A. Nel",2011
"Ctenogampsophlebia reni","belongs to",Ctenogampsophlebia,"J. F.",Petrulevicius,"D. Y.",Huang,"A. Nel",2011
"Libellula cellulosa","belongs to",Palaeotramea,"J. F.",Petrulevicius,T.,Wappler,"A. Nel, J. Rust",2011
"Agrion icarus","nomen dubium",Coenagrionoidea,"J. F.",Petrulevicius,T.,Wappler,"A. Nel, J. Rust",2011
"Libellula ceres","nomen dubium",Libelluloidea,"J. F.",Petrulevicius,T.,Wappler,"A. Nel, J. Rust",2011
"Libellula cassandra","nomen dubium",Libelluloidea,"J. F.",Petrulevicius,T.,Wappler,"A. Nel, J. Rust",2011
"Aeschna dido","nomen dubium",Aeshnidae,"J. F.",Petrulevicius,T.,Wappler,"A. Nel, J. Rust",2011
"Agrion thais","nomen dubium",Zygoptera,"J. F.",Petrulevicius,T.,Wappler,"A. Nel, J. Rust",2011
"Agrion mysis","nomen dubium",Zygoptera,"J. F.",Petrulevicius,T.,Wappler,"A. Nel, J. Rust",2011
Palaeotramea,"belongs to",Trameini,"J. F.",Petrulevicius,T.,Wappler,"A. Nel, J. Rust",2011
Morsagrion,"belongs to",Megapodagrionidae,W.,Zessin,,,,2011
"Morsagrion ansorgei","belongs to",Morsagrion,W.,Zessin,,,,2011
"Furagrion morsi","belongs to",Furagrion,W.,Zessin,,,,2011
Hanklitia,"belongs to",Megapodagrionidae,W.,Zessin,,,,2011
"Hanklitia hankliti","belongs to",Hanklitia,W.,Zessin,,,,2011
Solveigia,"belongs to",Epallagidae,W.,Zessin,,,,2011
"Solveigia wittecki","belongs to",Solveigia,W.,Zessin,,,,2011
Ejerslevia,"belongs to",Epallagidae,W.,Zessin,,,,2011
"Ejerslevia haraldi","belongs to",Ejerslevia,W.,Zessin,,,,2011
"Aeshna shanwangensis","belongs to",Aeshna,"Y. J.",Li,A.,Nel,"D. Ren",2011
"Aeshna forficatum","belongs to",Aeshna,"Y. J.",Li,A.,Nel,"D. Ren",2011
Sinocymatophlebiella,"belongs to",Aeshnoptera,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2011
"Sinocymatophlebiella hasticercus","belongs to",Sinocymatophlebiella,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2011
Procordulagomphus,"belongs to",Cordulagomphus,"J. F.",Petrulevicius,"R. G.",Martins-Neto,"D. Azar, E. Makhoul, A. Nel",2012
Karatawiinae,"subjective synonym of",Campterophlebiidae,"Y. J.",Li,A.,Nel,"D. Ren",2012
Karatawia,"belongs to",Campterophlebiidae,"Y. J.",Li,A.,Nel,"D. Ren",2012
Parafleckium,"belongs to",Campterophlebiidae,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2012
"Parafleckium senjituense","belongs to",Parafleckium,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2012
"Parafleckium senjituense","belongs to",Parafleckium,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2012
"Cordulagomphus (Procordulagomphus) primaerensis","belongs to",Procordulagomphus,"J. F.",Petrulevicius,"R. G.",Martins-Neto,"D. Azar, E. Makhoul, A. Nel",2012
Austroprotolindenia,"belongs to",Anisoptera,"R. G.",Beattie,A.,Nel,,2012
"Austroprotolindenia jurassica","belongs to",Austroprotolindenia,"R. G.",Beattie,A.,Nel,,2012
"Sinojagoria cancellosa","belongs to",Sinojagoria,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2012
"Sinojagoria magna","belongs to",Sinojagoria,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2012
"Mongoliaeshna hadrens","belongs to",Mongoliaeshna,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2012
"Mongoliaeshna exiguusens","belongs to",Mongoliaeshna,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2012
Decoraeshna,"belongs to",Progobiaeshnidae,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2012
"Decoraeshna preciosa","belongs to",Decoraeshna,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2012
"Pseudocymatophlebia boda","belongs to",Pseudocymatophlebia,"Y. J.",Li,A.,Nel,"D. Ren",2012
Germanostenolestes,"belongs to",Sieblosiidae,A.,Nel,G.,Fleck,,2012
"Germanostenolestes lutzi","belongs to",Germanostenolestes,A.,Nel,G.,Fleck,,2012
Balticoagrion,"belongs to",Coenagrionoidea,G.,Bechly,,,,2012
"Balticoagrion paulyi","belongs to",Balticoagrion,G.,Bechly,,,,2012
"Karatawia sinica","belongs to",Karatawia,"Y. J.",Li,A.,Nel,"D. Ren",2012
Campterophlebiidae,"belongs to",Isophlebioidea,"H. C.",Zhang,"D. R.",Zheng,"B. Wang, Y. Fan, E. A. Jarzembowski",2013
Frenguelliidae,"belongs to",Epiproctophora,"J. F.",Petrulevicius,A.,Nel,,2013
Frenguellia,"belongs to",Frenguelliidae,"J. F.",Petrulevicius,A.,Nel,,2013
Sinoeuthemis,"belongs to",Euthemistidae,"Y. J.",Li,A.,Nel,"C. K. Shih, D. Ren, H. Pang",2013
"Sinoeuthemis daohugouensis","belongs to",Sinoeuthemis,"Y. J.",Li,A.,Nel,"C. K. Shih, D. Ren, H. Pang",2013
Hsiufua,"belongs to",Campterophlebiidae,"H. C.",Zhang,"D. R.",Zheng,"B. Wang, Y. Fan, E. A. Jarzembowski",2013
"Hsiufua chaoi","belongs to",Hsiufua,"H. C.",Zhang,B.,Wang,,2013
"Eumorbaeschna adriankini","belongs to",Eumorbaeschna,G.,Bechly,A.,Kin,,2013
Burmaphlebiidae,"belongs to",Epiophlebioidea,G.,Bechly,G.,Poinar,,2013
Burmaphlebia,"belongs to",Burmaphlebiidae,G.,Bechly,G.,Poinar,,2013
"Burmaphlebia reifi","belongs to",Burmaphlebia,G.,Bechly,G.,Poinar,,2013
Angustiphlebia,"belongs to",Campterophlebiidae,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2013
"Angustiphlebia mirabilis","belongs to",Angustiphlebia,"Y. J.",Li,A.,Nel,"D. Ren, H. Pang",2013
"Triassothemis gartzii","belongs to",Triassothemis,G.,Barth,A.,Nel,"M. Franz",2013
"Italophlebia baueri","belongs to",Italophlebia,G.,Barth,A.,Nel,"M. Franz",2013
"Frenguellia iglesiasi","belongs to",Frenguellia,"J. F.",Petrulevicius,A.,Nel,,2013
Epallaginae,"belongs to",Epallagidae,A.,Nel,W.,Krzemi&#324;ski,"J. Szwedo",2013
Elektroeuphaea,"belongs to",Epallaginae,A.,Nel,W.,Krzemi&#324;ski,"J. Szwedo",2013
"Elektroeuphaea flecki","belongs to",Elektroeuphaea,A.,Nel,W.,Krzemi&#324;ski,"J. Szwedo",2013
Juraheterophlebiidae,"subjective synonym of",Erichschmidtiidae,A.,Nel,D.,Azar,"D. Y. Huang",2014
Juraheterophlebia,"belongs to",Erichschmidtiidae,A.,Nel,D.,Azar,"D. Y. Huang",2014
Erichschmidtia,"belongs to",Heterophlebiidae,"L. N.",Pritykina,"D. V.",Vassilenko,,2014
"Megalestes anglicus","nomen dubium",Zygoptera,A.,Nel,G.,Fleck,,2014
Eolestes,"belongs to",Eolestidae,"D. E.",Greenwalt,G.,Bechly,,2014
"Eolestes synthetica","belongs to",Eolestes,"D. E.",Greenwalt,G.,Bechly,,2014
"Lestes regina","belongs to",Lestes,A.,Nel,G.,Fleck,,2014
Oligoargiolestes,"belongs to",Megapodagrionidae,A.,Nel,G.,Fleck,,2014
"Oligoargiolestes oligocenum","belongs to",Oligoargiolestes,A.,Nel,G.,Fleck,,2014
Thaumatoneurinae,"belongs to",Amphipterygoidea,A.,Nel,G.,Fleck,,2014
Dysagrioninae,"belongs to",Thaumatoneurinae,A.,Nel,G.,Fleck,,2014
"Oligoaeschna anglica","belongs to",Oligoaeschna,A.,Nel,G.,Fleck,,2014
"Oplonaeschna vectensis","nomen dubium",Aeshnidae,A.,Nel,G.,Fleck,,2014
Erichschmidtiidae,"belongs to",Heterophlebioptera,A.,Nel,D.,Azar,"D. Y. Huang",2014
Gynacanthini,"belongs to",Aeshnidae,A.,Nel,G.,Fleck,,2014
"Aeschnophlebia andreasi","belongs to",Aeschnophlebia,A.,Nel,G.,Fleck,,2014
"Enallagma oligocena","nomen dubium",Coenagrionidae,A.,Nel,G.,Fleck,,2014
"Juraheterophlebia sinica","belongs to",Juraheterophlebia,A.,Nel,D.,Azar,"D. Y. Huang",2014
Pantelusa,"belongs to",Hemiphlebiidae,"D. V.",Vassilenko,,,,2014
"Pantelusa krassilovi","belongs to",Pantelusa,"D. V.",Vassilenko,,,,2014
Anglogomphaeschna,"belongs to",Gomphaeschnidae,A.,Nel,G.,Fleck,,2014
"Anglogomphaeschna eocenica","belongs to",Anglogomphaeschna,A.,Nel,G.,Fleck,,2014
"Oligaeschna wedmanni","belongs to",Oligaeschna,A.,Nel,G.,Fleck,,2014
Neophya,"belongs to",Neophyinae,A.,Nel,G.,Fleck,,2014
"Neophya legrandi","belongs to",Neophya,A.,Nel,G.,Fleck,,2014
Urothemistidae,"belongs to",Italoansida,A.,Nel,G.,Fleck,,2014
Eomacrodiplax,"belongs to",Urothemistidae,A.,Nel,G.,Fleck,,2014
"Eomacrodiplax incompleta","belongs to",Eomacrodiplax,A.,Nel,G.,Fleck,,2014
Dysagrionini,"belongs to",Dysagrioninae,A.,Nel,G.,Fleck,,2014
Anglohypolestes,"belongs to",Hypolestinae,A.,Nel,G.,Fleck,,2014
"Anglohypolestes fasciata","belongs to",Anglohypolestes,A.,Nel,G.,Fleck,,2014
Eohypolestes,"belongs to",Hypolestini,A.,Nel,G.,Fleck,,2014
"Eohypolestes hooleyi","belongs to",Eohypolestes,A.,Nel,G.,Fleck,,2014
Angloprotoneura,"belongs to",Protoneuridae,A.,Nel,G.,Fleck,,2014
"Angloprotoneura emilielacroixi","belongs to",Angloprotoneura,A.,Nel,G.,Fleck,,2014
Eolestidae,"belongs to",Lestoidea,"D. E.",Greenwalt,G.,Bechly,,2014
"Eolestes ramosus","belongs to",Eolestes,"D. E.",Greenwalt,G.,Bechly,,2014
Lutetialestes,"belongs to",Lestoidea,"D. E.",Greenwalt,G.,Bechly,,2014
"Lutetialestes uniformis","belongs to",Lutetialestes,"D. E.",Greenwalt,G.,Bechly,,2014
"Lestes dianacompteae","belongs to",Lestes,A.,Compte-Sart,,,,2014
Mongolothemis,"belongs to",Euthemistidae,"L. N.",Pritykina,"D. V.",Vassilenko,,2014
"Mongolothemis gobicus","belongs to",Mongolothemis,"L. N.",Pritykina,"D. V.",Vassilenko,,2014
Enteropia,"belongs to",Hemiphlebiidae,"L. N.",Pritykina,"D. V.",Vassilenko,,2014
"Enteropia mongolica","belongs to",Enteropia,"L. N.",Pritykina,"D. V.",Vassilenko,,2014
Congqingia,"belongs to",Petrolestinae,R.,Garrouste,A.,Nel,,2015
Hemeroscopus,"belongs to",Hemeroscopidae,"D. R.",Zheng,"H. C.",Zhang,"Q. Zhang, S. Li, H. Wang, Y. Fang, Q. Liu, E. A. Jarzembowski, E. Yan, B. Wang",2015
"Hemeroscopus baissicus","belongs to",Hemeroscopus,"D. R.",Zheng,"H. C.",Zhang,"Q. Zhang, S. Li, H. Wang, Y. Fang, Q. Liu, E. A. Jarzembowski, E. Yan, B. Wang",2015
Petrolestinae,"belongs to",Dysagrioninae,R.,Garrouste,A.,Nel,,2015
Petrolestes,"belongs to",Petrolestinae,R.,Garrouste,A.,Nel,,2015
"Petrolestes hendersoni","belongs to",Petrolestes,R.,Garrouste,A.,Nel,,2015
Dysagrioninae,"belongs to",Zygoptera,R.,Garrouste,A.,Nel,,2015
Galloliupanshania,"belongs to",Liupanshaniidae,A.,Nel,G.,Fleck,"G. Garcia, B. Gomez, P. Ferchaud, X. Valentin",2015
