family;genus;species;sex;id;date;user;body_lengths;forewing_lengths;hindwing_lengths;body_colors;continents;habitats;climates;polymorphisms;colortypes;dimorphisms;ecozones;flightmodes;geo_polymorphisms;matings;opennesss;patterns;placements;territorialitys;colourations;pigments;citations
Corduliidae;Aeschnosoma;rustica;male;678;2016-03-18 11:13:40.749000+00:00;John;49.00000;;27.00000;;south america;;;;;;neotropical;;;;;;;;;;Heckman (2006)
Corduliidae;Antipodochlora;braueri;male;679;2016-03-18 11:13:40.849000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Apocordulia;macrops;male;680;2016-03-18 11:13:40.899000+00:00;John;;;;yellow;australia;;Cfb;;pigment;;australasia;;;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Apocordulia;macrops;male;680;2016-03-18 11:13:40.899000+00:00;John;;;;black;;;Cfa;;;;;;;;;plain;;;;;
Corduliidae;Apocordulia;macrops;male;680;2016-03-18 11:13:40.899000+00:00;John;;;;brown;;;BSh;;;;;;;;;;;;;;
Corduliidae;Apocordulia;macrops;male;680;2016-03-18 11:13:40.899000+00:00;John;;;;blue;;;;;;;;;;;;;;;;;
Corduliidae;Archaeophya;adamsi;male;681;2016-03-18 11:13:41.009000+00:00;John;;;;yellow;australia;stream;Cfb;monomorphic;pigment;strong;australasia;;monomorphic;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Archaeophya;adamsi;male;681;2016-03-18 11:13:41.009000+00:00;John;;;;black;;river;Cfa;;structural;;;;;;;plain;;;;;
Corduliidae;Archaeophya;adamsi;male;681;2016-03-18 11:13:41.009000+00:00;John;;;;green;;;;;;;;;;;;spotted;;;;;
Corduliidae;Archaeophya;magnifica;male;682;2016-03-18 11:13:41.529000+00:00;John;;;;yellow;australia;stream;Cwa;monomorphic;pigment;strong;australasia;;monomorphic;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Archaeophya;magnifica;male;682;2016-03-18 11:13:41.529000+00:00;John;;;;black;;;Aw;;structural;;;;;;;plain;;;;;
Corduliidae;Archaeophya;magnifica;male;682;2016-03-18 11:13:41.529000+00:00;John;;;;green;;;;;;;;;;;;spotted;;;;;
Corduliidae;Austrocordulia;leonardi;male;683;2016-03-18 11:13:41.709000+00:00;John;;;;yellow;australia;river;Cfb;;pigment;;australasia;;;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Austrocordulia;leonardi;male;683;2016-03-18 11:13:41.709000+00:00;John;;;;black;;;Cfa;;;;;;;;;spotted;;;;;
Corduliidae;Austrocordulia;leonardi;male;683;2016-03-18 11:13:41.709000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Austrocordulia;refracta;male;684;2016-03-18 11:13:41.904000+00:00;John;;;;yellow;australia;stream;Cfb;;pigment;;australasia;;;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Austrocordulia;refracta;male;684;2016-03-18 11:13:41.904000+00:00;John;;;;black;;river;Aw;;;;;;;;;plain;;;;;
Corduliidae;Austrocordulia;refracta;male;684;2016-03-18 11:13:41.904000+00:00;John;;;;brown;;;Cfa;;;;;;;;;;;;;;
Corduliidae;Austrocordulia;refracta;male;684;2016-03-18 11:13:41.904000+00:00;John;;;;;;;BSh;;;;;;;;;;;;;;
Corduliidae;Austrocordulia;refracta;male;684;2016-03-18 11:13:41.904000+00:00;John;;;;;;;Cwa;;;;;;;;;;;;;;
Corduliidae;Austrocordulia;territoria;male;685;2016-03-18 11:13:41.999000+00:00;John;;;;yellow;australia;stream;Aw;;pigment;;australasia;;;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Austrocordulia;territoria;male;685;2016-03-18 11:13:41.999000+00:00;John;;;;black;;;;;;;;;;;;spotted;;;;;
Corduliidae;Austrophya;mystica;male;686;2016-03-18 11:13:42.104000+00:00;John;;;;black;australia;stream;Cwa;monomorphic;pigment;medium;australasia;;monomorphic;;;plain;;;no;;Theischinger and Hawking (2006)
Corduliidae;Austrophya;mystica;male;686;2016-03-18 11:13:42.104000+00:00;John;;;;brown;;;Aw;;structural;;;;;;;spotted;;;;;
Corduliidae;Austrophya;mystica;male;686;2016-03-18 11:13:42.104000+00:00;John;;;;blue;;;;;;;;;;;;;;;;;
Corduliidae;Cordulephya;bidens;male;687;2016-03-18 11:13:42.224000+00:00;John;;;;yellow;australia;stream;Cwa;;pigment;;australasia;;;;;spotted;;;no;;Theischinger and Hawking (2006)
Corduliidae;Cordulephya;bidens;male;687;2016-03-18 11:13:42.224000+00:00;John;;;;black;;;Aw;;;;;;;;;;;;;;
Corduliidae;Cordulephya;bidens;male;687;2016-03-18 11:13:42.224000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Cordulephya;divergens;male;688;2016-03-18 11:13:42.340000+00:00;John;;;;yellow;australia;stream;Cfb;;pigment;;australasia;;;;;spotted;;;no;;Theischinger and Hawking (2006)
Corduliidae;Cordulephya;divergens;male;688;2016-03-18 11:13:42.340000+00:00;John;;;;green;;;Cfa;;;;;;;;;;;;;;
Corduliidae;Cordulephya;divergens;male;688;2016-03-18 11:13:42.340000+00:00;John;;;;black;;;;;;;;;;;;;;;;;
Corduliidae;Cordulephya;divergens;male;688;2016-03-18 11:13:42.340000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Cordulephya;montana;male;689;2016-03-18 11:13:42.455000+00:00;John;;;;yellow;australia;stream;Cfb;;pigment;;australasia;;;;;spotted;;;no;;Theischinger and Hawking (2006)
Corduliidae;Cordulephya;montana;male;689;2016-03-18 11:13:42.455000+00:00;John;;;;black;;river;Cfa;;;;;;;;;;;;;;
Corduliidae;Cordulephya;montana;male;689;2016-03-18 11:13:42.455000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Cordulephya;pygmaea;male;690;2016-03-18 11:13:42.585000+00:00;John;;;;yellow;australia;stream;Cfb;;pigment;;australasia;;;;;spotted;;;no;;Theischinger and Hawking (2006)
Corduliidae;Cordulephya;pygmaea;male;690;2016-03-18 11:13:42.585000+00:00;John;;;;black;;river;Aw;;;;;;;;;;;;;;
Corduliidae;Cordulephya;pygmaea;male;690;2016-03-18 11:13:42.585000+00:00;John;;;;blue;;;Cfa;;;;;;;;;;;;;;
Corduliidae;Cordulephya;pygmaea;male;690;2016-03-18 11:13:42.585000+00:00;John;;;;;;;BSh;;;;;;;;;;;;;;
Corduliidae;Cordulephya;pygmaea;male;690;2016-03-18 11:13:42.585000+00:00;John;;;;;;;Cwa;;;;;;;;;;;;;;
Corduliidae;Cordulia;aenea;male;691;2016-03-18 11:13:42.710000+00:00;John;51.00000;;32.00000;green;asia;lake;;;pigment;weak;palearctic;flier;;none;closed;plain;;territorial;no;;Dijkstra and Lewington (2006)
Corduliidae;Cordulia;aenea;male;691;2016-03-18 11:13:42.710000+00:00;John;;;;brown;europe;wetland;;;structural;;;;;;;;;;;;
Corduliidae;Cordulia;aenea;male;691;2016-03-18 11:13:42.710000+00:00;John;;;;;;river;;;;;;;;;;;;;;;
Corduliidae;Cordulia;aenea;male;691;2016-03-18 11:13:42.710000+00:00;John;;;;;;pond;;;;;;;;;;;;;;;
Corduliidae;Cordulia;amurensis;male;692;2016-03-18 11:13:42.825000+00:00;John;49.00000;;31.50000;yellow;asia;;Dfa;monomorphic;pigment;weak;palearctic;;;;;striped;;;no;;Onzono Kawashima and Futahashi (2012)
Corduliidae;Cordulia;amurensis;male;692;2016-03-18 11:13:42.825000+00:00;John;;;;black;;;;;structural;;;;;;;plain;;;;;Okudaira et al (2001)
Corduliidae;Cordulia;shurtleffii;male;693;2016-03-18 11:13:42.915000+00:00;John;46.00000;;30.50000;green;north america;lake;Dwb;monomorphic;pigment;medium;nearctic;flier;monomorphic;;closed;plain;;;no;;Paulson (2009)
Corduliidae;Cordulia;shurtleffii;male;693;2016-03-18 11:13:42.915000+00:00;John;;;;black;;pond;Dsc;;structural;;;;;;;;;;;;Paulson (2011)
Corduliidae;Cordulia;shurtleffii;male;693;2016-03-18 11:13:42.915000+00:00;John;;;;brown;;;Dsb;;;;;;;;;;;;;;Biggs (2000)
Corduliidae;Cordulia;shurtleffii;male;693;2016-03-18 11:13:42.915000+00:00;John;;;;;;;Dfc;;;;;;;;;;;;;;
Corduliidae;Cordulia;shurtleffii;male;693;2016-03-18 11:13:42.915000+00:00;John;;;;;;;Cfa;;;;;;;;;;;;;;
Corduliidae;Cordulia;shurtleffii;male;693;2016-03-18 11:13:42.915000+00:00;John;;;;;;;Dfb;;;;;;;;;;;;;;
Corduliidae;Cordulia;shurtleffii;male;693;2016-03-18 11:13:42.915000+00:00;John;;;;;;;Dfa;;;;;;;;;;;;;;
Corduliidae;Cordulia;shurtleffii;male;693;2016-03-18 11:13:42.915000+00:00;John;;;;;;;BSk;;;;;;;;;;;;;;
Corduliidae;Cordulia;shurtleffii;male;693;2016-03-18 11:13:42.915000+00:00;John;;;;;;;Cfb;;;;;;;;;;;;;;
Corduliidae;Cordulisantosia;machadoi;male;694;2016-03-18 11:13:43.020000+00:00;John;;;;green;south america;;;;;;neotropical;;;;;;;;;;Heckman (2006)
Corduliidae;Cordulisantosia;marshalli;male;695;2016-03-18 11:13:43.092000+00:00;John;;;;black;south america;stream;;;pigment;;nearctic;;;;;plain;;;no;;Heckman (2006)
Corduliidae;Cordulisantosia;marshalli;male;695;2016-03-18 11:13:43.092000+00:00;John;;;;green;;;;;structural;;neotropical;;;;;spotted;;;;;Kompier (2015)
Corduliidae;Cordulisantosia;marshalli;male;695;2016-03-18 11:13:43.092000+00:00;John;;;;blue;;;;;;;;;;;;;;;;;
Corduliidae;Cordulisantosia;newtoni;male;696;2016-03-18 11:13:43.242000+00:00;John;;;;green;south america;;;;;;neotropical;;;;;;;;;;Heckman (2006)
Corduliidae;Cordulisantosia;newtoni;male;696;2016-03-18 11:13:43.242000+00:00;John;;;;blue;;;;;;;;;;;;;;;;;
Corduliidae;Dorocordulia;lepida;male;697;2016-03-18 11:13:43.362000+00:00;John;40.00000;;27.50000;yellow;north america;stream;Dfb;monomorphic;pigment;weak;nearctic;flier;;;;spotted;;;no;;Paulson (2011)
Corduliidae;Dorocordulia;lepida;male;697;2016-03-18 11:13:43.362000+00:00;John;;;;green;;lake;Dfa;;structural;;;;;;;;;;;;
Corduliidae;Dorocordulia;lepida;male;697;2016-03-18 11:13:43.362000+00:00;John;;;;black;;pond;;;;;;;;;;;;;;;
Corduliidae;Dorocordulia;lepida;male;697;2016-03-18 11:13:43.362000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Dorocordulia;libera;male;698;2016-03-18 11:13:43.567000+00:00;John;40.00000;;28.50000;yellow;north america;lake;Dfc;monomorphic;pigment;weak;nearctic;flier;monomorphic;;open;plain;;;no;;Paulson (2009)
Corduliidae;Dorocordulia;libera;male;698;2016-03-18 11:13:43.567000+00:00;John;;;;green;;pond;Dfb;;structural;;;;;;;spotted;;;;;Paulson (2011)
Corduliidae;Dorocordulia;libera;male;698;2016-03-18 11:13:43.567000+00:00;John;;;;black;;;Dwb;;;;;;;;;;;;;;
Corduliidae;Dorocordulia;libera;male;698;2016-03-18 11:13:43.567000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;bimaculata;male;699;2016-03-18 11:13:43.822000+00:00;John;60.00000;;40.00000;black;asia;lake;Dfa;;pigment;strong;palearctic;flier;;none;closed;striped;basal;territorial;yes;25;Onzono Kawashima and Futahashi (2012)
Corduliidae;Epitheca;bimaculata;male;699;2016-03-18 11:13:43.822000+00:00;John;;;;brown;europe;pond;;;;;;;;;;plain;;;;;Dijkstra and Lewington (2006)
Corduliidae;Epitheca;bimaculata;male;699;2016-03-18 11:13:43.822000+00:00;John;;;;;;;;;;;;;;;;spotted;;;;;
Corduliidae;Epitheca;canis;male;700;2016-03-18 11:13:43.992000+00:00;John;47.50000;;;yellow;;;;monomorphic;pigment;strong;;;females polymorphic;;;striped;;;;;
Corduliidae;Epitheca;canis;male;700;2016-03-18 11:13:43.992000+00:00;John;;;;black;;;;;;;;;;;;spotted;;;;;
Corduliidae;Epitheca;canis;male;700;2016-03-18 11:13:43.992000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;costalis;male;701;2016-03-18 11:13:44.295000+00:00;John;43.00000;;28.50000;yellow;north america;stream;Cfa;monomorphic;pigment;weak;nearctic;flier;females polymorphic;;closed;striped;;territorial;yes;25;Paulson (2011)
Corduliidae;Epitheca;costalis;male;701;2016-03-18 11:13:44.295000+00:00;John;;;;black;;lake;Dfa;;;;;;;;open;spotted;;;;;
Corduliidae;Epitheca;costalis;male;701;2016-03-18 11:13:44.295000+00:00;John;;;;brown;;pond;;;;;;;;;;;;;;;
Corduliidae;Epitheca;cynosura;male;702;2016-03-18 11:13:44.480000+00:00;John;40.50000;;;yellow;;;;monomorphic;pigment;medium;;;;;;spotted;;;;;
Corduliidae;Epitheca;cynosura;male;702;2016-03-18 11:13:44.480000+00:00;John;;;;black;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;cynosura;male;702;2016-03-18 11:13:44.480000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;marginata;male;703;2016-03-18 11:13:44.575000+00:00;John;53.00000;;36.00000;yellow;asia;;Cfa;;pigment;weak;nearctic;;;;;striped;;;yes;25;Onzono Kawashima and Futahashi (2012)
Corduliidae;Epitheca;marginata;male;703;2016-03-18 11:13:44.575000+00:00;John;;;;black;;;Dfa;;structural;;;;;;;spotted;;;;;Okudaira et al (2001)
Corduliidae;Epitheca;marginata;male;703;2016-03-18 11:13:44.575000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;petechialis;male;704;2016-03-18 11:13:44.685000+00:00;John;42.00000;;;yellow;;;;monomorphic;pigment;medium;;;monomorphic;;;spotted;;;;;
Corduliidae;Epitheca;petechialis;male;704;2016-03-18 11:13:44.685000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;princeps;male;705;2016-03-18 11:13:44.785000+00:00;John;67.00000;;;yellow;;;;monomorphic;pigment;medium;;;;;;striped;;;;;
Corduliidae;Epitheca;princeps;male;705;2016-03-18 11:13:44.785000+00:00;John;;;;black;;;;;;;;;;;;spotted;;;;;
Corduliidae;Epitheca;princeps;male;705;2016-03-18 11:13:44.785000+00:00;John;;;;white;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;princeps;male;705;2016-03-18 11:13:44.785000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;semiaquea;male;706;2016-03-18 11:13:44.880000+00:00;John;34.50000;;;yellow;;;;monomorphic;pigment;medium;;;monomorphic;;;spotted;;;;;
Corduliidae;Epitheca;semiaquea;male;706;2016-03-18 11:13:44.880000+00:00;John;;;;black;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;semiaquea;male;706;2016-03-18 11:13:44.880000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;sepia;male;707;2016-03-18 11:13:44.960000+00:00;John;44.00000;;29.00000;yellow;north america;stream;Af;monomorphic;pigment;medium;nearctic;flier;;;;striped;;territorial;no;;Paulson (2011)
Corduliidae;Epitheca;sepia;male;707;2016-03-18 11:13:44.960000+00:00;John;;;;black;;lake;Cfa;;;;;;;;;spotted;;;;;
Corduliidae;Epitheca;sepia;male;707;2016-03-18 11:13:44.960000+00:00;John;;;;brown;;pond;;;;;;;;;;;;;;;
Corduliidae;Epitheca;spinigera;male;708;2016-03-18 11:13:45.050000+00:00;John;45.00000;;;yellow;;;;monomorphic;pigment;medium;;;monomorphic;;;striped;;;;;
Corduliidae;Epitheca;spinigera;male;708;2016-03-18 11:13:45.050000+00:00;John;;;;black;;;;;;;;;;;;spotted;;;;;
Corduliidae;Epitheca;spinigera;male;708;2016-03-18 11:13:45.050000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;spinosa;male;709;2016-03-18 11:13:45.134000+00:00;John;44.50000;;;yellow;;;;monomorphic;pigment;medium;;;monomorphic;;;striped;;;;;
Corduliidae;Epitheca;spinosa;male;709;2016-03-18 11:13:45.134000+00:00;John;;;;black;;;;;;;;;;;;spotted;;;;;
Corduliidae;Epitheca;spinosa;male;709;2016-03-18 11:13:45.134000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Epitheca;stella;male;710;2016-03-18 11:13:45.334000+00:00;John;44.00000;;29.50000;yellow;north america;lake;Af;monomorphic;pigment;medium;nearctic;flier;;;;striped;;territorial;no;;Paulson (2011)
Corduliidae;Epitheca;stella;male;710;2016-03-18 11:13:45.334000+00:00;John;;;;black;;wetland;Cfa;;;;;;;;;spotted;;;;;
Corduliidae;Epitheca;stella;male;710;2016-03-18 11:13:45.334000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Gomphomacromia;chilensis;male;711;2016-03-18 11:13:45.464000+00:00;John;;;;yellow;;;;;;;;;;;;striped;;;;;
Corduliidae;Gomphomacromia;chilensis;male;711;2016-03-18 11:13:45.464000+00:00;John;;;;black;;;;;;;;;;;;;;;;;
Corduliidae;Gomphomacromia;fallax;male;712;2016-03-18 11:13:45.609000+00:00;John;;;26.00000;yellow;south america;stream;;monomorphic;pigment;;neotropical;;;;;striped;basal;;yes;25;Heckman (2006)
Corduliidae;Gomphomacromia;fallax;male;712;2016-03-18 11:13:45.609000+00:00;John;;;;black;;;;;;;;;;;;spotted;;;;;
Corduliidae;Gomphomacromia;fallax;male;712;2016-03-18 11:13:45.609000+00:00;John;;;;green;;;;;;;;;;;;;;;;;
Corduliidae;Gomphomacromia;nodisticta;male;713;2016-03-18 11:13:45.734000+00:00;John;;;26.20000;yellow;south america;;;;;;neotropical;;;;;striped;;;;;Heckman (2006)
Corduliidae;Gomphomacromia;nodisticta;male;713;2016-03-18 11:13:45.734000+00:00;John;;;;black;;;;;;;;;;;;spotted;;;;;
Corduliidae;Gomphomacromia;nodisticta;male;713;2016-03-18 11:13:45.734000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Gomphomacromia;paradoxa;male;714;2016-03-18 11:13:45.834000+00:00;John;;;22.50000;yellow;south america;;;monomorphic;pigment;;neotropical;;;;;spotted;;;no;;Garrison et al (2010)
Corduliidae;Gomphomacromia;paradoxa;male;714;2016-03-18 11:13:45.834000+00:00;John;;;;black;;;;;;;;;;;;;;;;;Heckman (2006)
Corduliidae;Gomphomacromia;paradoxa;male;714;2016-03-18 11:13:45.834000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Guadalca;insularis;male;715;2016-03-18 11:13:45.964000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Helocordulia;selysii;male;716;2016-03-18 11:13:46.034000+00:00;John;39.50000;;27.00000;green;north america;stream;Cfa;monomorphic;pigment;weak;nearctic;flier;monomorphic;;closed;plain;basal;;yes;25;Paulson (2009)
Corduliidae;Helocordulia;selysii;male;716;2016-03-18 11:13:46.034000+00:00;John;;;;orange;;;;;structural;;;;;;;spotted;mixed;;;;Paulson (2011)
Corduliidae;Helocordulia;selysii;male;716;2016-03-18 11:13:46.034000+00:00;John;;;;black;;;;;;;;;;;;;;;;;
Corduliidae;Helocordulia;selysii;male;716;2016-03-18 11:13:46.034000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Helocordulia;selysii;male;716;2016-03-18 11:13:46.034000+00:00;John;;;;blue;;;;;;;;;;;;;;;;;
Corduliidae;Helocordulia;uhleri;male;717;2016-03-18 11:13:46.255000+00:00;John;43.50000;;27.00000;green;north america;stream;Cfa;monomorphic;pigment;weak;nearctic;flier;monomorphic;;closed;plain;basal;;yes;25;Paulson (2009)
Corduliidae;Helocordulia;uhleri;male;717;2016-03-18 11:13:46.255000+00:00;John;;;;black;;river;Dfa;;structural;;;;;;open;spotted;mixed;;;;Paulson (2011)
Corduliidae;Helocordulia;uhleri;male;717;2016-03-18 11:13:46.255000+00:00;John;;;;brown;;;Dfb;;;;;;;;;;;;;;
Corduliidae;Helocordulia;uhleri;male;717;2016-03-18 11:13:46.255000+00:00;John;;;;orange;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;africana;male;718;2016-03-18 11:13:46.405000+00:00;John;44.50000;;38.00000;green;afrika;stream;;;structural;weak;afrotropical;percher;;;closed;plain;;;no;;Samways (2008)
Corduliidae;Hemicordulia;africana;male;718;2016-03-18 11:13:46.405000+00:00;John;;;;;;pond;;;;;;;;;open;;;;;;
Corduliidae;Hemicordulia;apoensis;male;719;2016-03-18 11:13:46.480000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;asiatica;male;720;2016-03-18 11:13:46.535000+00:00;John;44.00000;;;black;asia;lake;;;pigment;;palearctic;percher;;;closed;plain;;;;;Tarboton and Tarboton (2002)
Corduliidae;Hemicordulia;asiatica;male;720;2016-03-18 11:13:46.535000+00:00;John;;;;green;afrika;pond;;;structural;;afrotropical;;;;open;;;;;;
Corduliidae;Hemicordulia;assimilis;male;721;2016-03-18 11:13:46.825000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;atrovirens;male;722;2016-03-18 11:13:46.905000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;australiae;male;723;2016-03-18 11:13:47.005000+00:00;John;;;;yellow;australia;lake;Cfb;;pigment;;australasia;;;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Hemicordulia;australiae;male;723;2016-03-18 11:13:47.005000+00:00;John;;;;black;;river;Csa;;structural;;;;;;;;;;;;
Corduliidae;Hemicordulia;australiae;male;723;2016-03-18 11:13:47.005000+00:00;John;;;;brown;;pond;Aw;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;australiae;male;723;2016-03-18 11:13:47.005000+00:00;John;;;;;;;BSh;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;australiae;male;723;2016-03-18 11:13:47.005000+00:00;John;;;;;;;Csb;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;australiae;male;723;2016-03-18 11:13:47.005000+00:00;John;;;;;;;Cwa;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;australiae;male;723;2016-03-18 11:13:47.005000+00:00;John;;;;;;;Cfa;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;australiae;male;723;2016-03-18 11:13:47.005000+00:00;John;;;;;;;BSk;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;chrysochlora;male;724;2016-03-18 11:13:47.180000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;continentalis;male;725;2016-03-18 11:13:47.230000+00:00;John;;;;green;australia;lake;Cwa;;pigment;;australasia;;;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Hemicordulia;continentalis;male;725;2016-03-18 11:13:47.230000+00:00;John;;;;black;;wetland;Cfa;;structural;;;;;;;plain;;;;;
Corduliidae;Hemicordulia;continentalis;male;725;2016-03-18 11:13:47.230000+00:00;John;;;;yellow;;pond;Aw;;;;;;;;;spotted;;;;;
Corduliidae;Hemicordulia;continentalis;male;725;2016-03-18 11:13:47.230000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;continentalis;male;725;2016-03-18 11:13:47.230000+00:00;John;;;;blue;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;cupricolor;male;726;2016-03-18 11:13:47.320000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;cyclopica;male;727;2016-03-18 11:13:47.365000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;eduardi;male;728;2016-03-18 11:13:47.415000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;ericetorum;male;729;2016-03-18 11:13:47.475000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;erico;male;730;2016-03-18 11:13:47.540000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;fideles;male;731;2016-03-18 11:13:47.595000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;flava;male;732;2016-03-18 11:13:47.700000+00:00;John;;;;yellow;australia;pond;BSh;;pigment;;australasia;;;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Hemicordulia;flava;male;732;2016-03-18 11:13:47.700000+00:00;John;;;;black;;;BWh;;;;;;;;;spotted;;;;;
Corduliidae;Hemicordulia;flava;male;732;2016-03-18 11:13:47.700000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;gracillima;male;733;2016-03-18 11:13:47.830000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;haluco;male;734;2016-03-18 11:13:47.930000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;hilaris;male;735;2016-03-18 11:13:48.030000+00:00;John;42.50000;;;red;australia;;;monomorphic;pigment;medium;oceania;flier;;;;striped;basal;;yes;25;Marinov and Waqa-Sakiti (2013)
Corduliidae;Hemicordulia;hilaris;male;735;2016-03-18 11:13:48.030000+00:00;John;;;;white;;;;;structural;;australasia;;;;;plain;;;;;
Corduliidae;Hemicordulia;hilaris;male;735;2016-03-18 11:13:48.030000+00:00;John;;;;black;;;;;;;;;;;;spotted;;;;;
Corduliidae;Hemicordulia;hilaris;male;735;2016-03-18 11:13:48.030000+00:00;John;;;;orange;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;hilaris;male;735;2016-03-18 11:13:48.030000+00:00;John;;;;green;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;hilaris;male;735;2016-03-18 11:13:48.030000+00:00;John;;;;yellow;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;hilbrandi;male;736;2016-03-18 11:13:48.209000+00:00;John;;;;;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;intermedia;male;737;2016-03-18 11:13:48.284000+00:00;John;;;;yellow;australia;lake;Cfb;;pigment;;australasia;;;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Hemicordulia;intermedia;male;737;2016-03-18 11:13:48.284000+00:00;John;;;;black;;river;Aw;;;;;;;;;spotted;;;;;
Corduliidae;Hemicordulia;intermedia;male;737;2016-03-18 11:13:48.284000+00:00;John;;;;;;pond;Cfa;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;intermedia;male;737;2016-03-18 11:13:48.284000+00:00;John;;;;;;;BSh;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;intermedia;male;737;2016-03-18 11:13:48.284000+00:00;John;;;;;;;Cwa;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;kalliste;male;738;2016-03-18 11:13:48.369000+00:00;John;;;;green;australia;;Aw;;pigment;;australasia;;;;;striped;;;no;;Theischinger and Hawking (2006)
Corduliidae;Hemicordulia;kalliste;male;738;2016-03-18 11:13:48.369000+00:00;John;;;;black;;;;;structural;;;;;;;plain;;;;;
Corduliidae;Hemicordulia;kalliste;male;738;2016-03-18 11:13:48.369000+00:00;John;;;;yellow;;;;;;;;;;;;spotted;;;;;
Corduliidae;Hemicordulia;kalliste;male;738;2016-03-18 11:13:48.369000+00:00;John;;;;brown;;;;;;;;;;;;;;;;;
Corduliidae;Hemicordulia;kalliste;male;738;2016-03-18 11:13:48.369000+00:00;John;;;;blue;;;;;;;;;;;;;;;;;
